Actors,Film ID 
 Virginia Christine,2c26535d-eada-47be-8af1-75bbe5eeed78
 Alexandra Hay,2c26535d-eada-47be-8af1-75bbe5eeed78
 Barbara Randolph,2c26535d-eada-47be-8af1-75bbe5eeed78
 Tom Heaton,2c26535d-eada-47be-8af1-75bbe5eeed78
 DUrville Martin,2c26535d-eada-47be-8af1-75bbe5eeed78
 Grace Gaynor,2c26535d-eada-47be-8af1-75bbe5eeed78
 Skip Martin,2c26535d-eada-47be-8af1-75bbe5eeed78
 John Bear Hudkins,2c26535d-eada-47be-8af1-75bbe5eeed78
 Thomas Heaton,2c26535d-eada-47be-8af1-75bbe5eeed78
 Roy E. Glenn Sr.,2c26535d-eada-47be-8af1-75bbe5eeed78
Ron Moody,bc77f25e-71fa-4563-be5d-47648fe69070
 Oliver Reed,bc77f25e-71fa-4563-be5d-47648fe69070
 Mark Lester,bc77f25e-71fa-4563-be5d-47648fe69070
 Shani Wallis,bc77f25e-71fa-4563-be5d-47648fe69070
 Jack Wild,bc77f25e-71fa-4563-be5d-47648fe69070
 Hugh Griffith,bc77f25e-71fa-4563-be5d-47648fe69070
 Harry Secombe,bc77f25e-71fa-4563-be5d-47648fe69070
 Joseph OConor,bc77f25e-71fa-4563-be5d-47648fe69070
 Leonard Rossiter,bc77f25e-71fa-4563-be5d-47648fe69070
 Peggy Mount,bc77f25e-71fa-4563-be5d-47648fe69070
 Hylda Baker,bc77f25e-71fa-4563-be5d-47648fe69070
 Kenneth Cranham,bc77f25e-71fa-4563-be5d-47648fe69070
 Megs Jenkins,bc77f25e-71fa-4563-be5d-47648fe69070
 Sheila White,bc77f25e-71fa-4563-be5d-47648fe69070
 Wensley Pithey,bc77f25e-71fa-4563-be5d-47648fe69070
 James Hayter,bc77f25e-71fa-4563-be5d-47648fe69070
 Elizabeth Knight,bc77f25e-71fa-4563-be5d-47648fe69070
 Fred Emney,bc77f25e-71fa-4563-be5d-47648fe69070
 Edwin Finn,bc77f25e-71fa-4563-be5d-47648fe69070
 Foy Evans,bc77f25e-71fa-4563-be5d-47648fe69070
 Norman Mitchell,bc77f25e-71fa-4563-be5d-47648fe69070
 Robert Bartlett,bc77f25e-71fa-4563-be5d-47648fe69070
 Graham Buttrose,bc77f25e-71fa-4563-be5d-47648fe69070
 Jeffrey Chandler,bc77f25e-71fa-4563-be5d-47648fe69070
 Kirk Clugeston,bc77f25e-71fa-4563-be5d-47648fe69070
 Dempsey Cook,bc77f25e-71fa-4563-be5d-47648fe69070
 Christopher Duff,bc77f25e-71fa-4563-be5d-47648fe69070
 William Smith,bc77f25e-71fa-4563-be5d-47648fe69070
 Nigel Grice,bc77f25e-71fa-4563-be5d-47648fe69070
 Ronnie Johnson,bc77f25e-71fa-4563-be5d-47648fe69070
 Nigel Kingsley,bc77f25e-71fa-4563-be5d-47648fe69070
 Robert Langley,bc77f25e-71fa-4563-be5d-47648fe69070
 Brian Lloyd,bc77f25e-71fa-4563-be5d-47648fe69070
 Peter Lock,bc77f25e-71fa-4563-be5d-47648fe69070
 Ian Ramsey,bc77f25e-71fa-4563-be5d-47648fe69070
 Peter Renn,bc77f25e-71fa-4563-be5d-47648fe69070
 Bill Smith,bc77f25e-71fa-4563-be5d-47648fe69070
 Kim Smith,bc77f25e-71fa-4563-be5d-47648fe69070
 Freddie Stead,bc77f25e-71fa-4563-be5d-47648fe69070
 Raymond Ward,bc77f25e-71fa-4563-be5d-47648fe69070
 John Watters,bc77f25e-71fa-4563-be5d-47648fe69070
 Clive Moss,bc77f25e-71fa-4563-be5d-47648fe69070
 Veronica Page,bc77f25e-71fa-4563-be5d-47648fe69070
 Henry Kay,bc77f25e-71fa-4563-be5d-47648fe69070
 Jane Peach,bc77f25e-71fa-4563-be5d-47648fe69070
 Keith Roberts,bc77f25e-71fa-4563-be5d-47648fe69070
 Peter Hoar,bc77f25e-71fa-4563-be5d-47648fe69070
 John Baskcomb,bc77f25e-71fa-4563-be5d-47648fe69070
 Norman Pitt,bc77f25e-71fa-4563-be5d-47648fe69070
 Arnold Locke,bc77f25e-71fa-4563-be5d-47648fe69070
 Frank Crawshaw,bc77f25e-71fa-4563-be5d-47648fe69070
Barbra Streisand,83010621-a7cc-4e5e-b770-7bdb7c643cd2
 Omar Sharif,83010621-a7cc-4e5e-b770-7bdb7c643cd2
 Kay Medford,83010621-a7cc-4e5e-b770-7bdb7c643cd2
 Walter Pidgeon,83010621-a7cc-4e5e-b770-7bdb7c643cd2
 Anne Francis,83010621-a7cc-4e5e-b770-7bdb7c643cd2
 Lee Allen,83010621-a7cc-4e5e-b770-7bdb7c643cd2
 Mae Questel,83010621-a7cc-4e5e-b770-7bdb7c643cd2
 Gerald Mohr,83010621-a7cc-4e5e-b770-7bdb7c643cd2
 Frank Faylen,83010621-a7cc-4e5e-b770-7bdb7c643cd2
 Mittie Lawrence,83010621-a7cc-4e5e-b770-7bdb7c643cd2
 Gertrude Flynn,83010621-a7cc-4e5e-b770-7bdb7c643cd2
 Penny Santon,83010621-a7cc-4e5e-b770-7bdb7c643cd2
 John Harmon,83010621-a7cc-4e5e-b770-7bdb7c643cd2
 Thordis Brandt,83010621-a7cc-4e5e-b770-7bdb7c643cd2
 Bettina Brenna,83010621-a7cc-4e5e-b770-7bdb7c643cd2
 Virginia Ann Ford,83010621-a7cc-4e5e-b770-7bdb7c643cd2
 Alena Johnston,83010621-a7cc-4e5e-b770-7bdb7c643cd2
 Raymond Guth,83010621-a7cc-4e5e-b770-7bdb7c643cd2
 Karen Lee,83010621-a7cc-4e5e-b770-7bdb7c643cd2
 Mary Jane Mangler,83010621-a7cc-4e5e-b770-7bdb7c643cd2
 Tommy Rall,83010621-a7cc-4e5e-b770-7bdb7c643cd2
 Inga Neilsen,83010621-a7cc-4e5e-b770-7bdb7c643cd2
 Sharon Vaughn,83010621-a7cc-4e5e-b770-7bdb7c643cd2
Katharine Hepburn,15a28039-7a34-4e2d-89ea-ff8d61b669ff
 Peter OToole,15a28039-7a34-4e2d-89ea-ff8d61b669ff
 Anthony Hopkins,15a28039-7a34-4e2d-89ea-ff8d61b669ff
 Jane Merrow,15a28039-7a34-4e2d-89ea-ff8d61b669ff
 John Castle,15a28039-7a34-4e2d-89ea-ff8d61b669ff
 Timothy Dalton,15a28039-7a34-4e2d-89ea-ff8d61b669ff
 Nigel Stock,15a28039-7a34-4e2d-89ea-ff8d61b669ff
 Nigel Terry,15a28039-7a34-4e2d-89ea-ff8d61b669ff
 O.Z. Whitehead,15a28039-7a34-4e2d-89ea-ff8d61b669ff
 Kenneth Griffith,15a28039-7a34-4e2d-89ea-ff8d61b669ff
 Henry Woolf,15a28039-7a34-4e2d-89ea-ff8d61b669ff
 Kenneth Ives,15a28039-7a34-4e2d-89ea-ff8d61b669ff
 Henry Wolff,15a28039-7a34-4e2d-89ea-ff8d61b669ff
 Karol Hagar,15a28039-7a34-4e2d-89ea-ff8d61b669ff
 Mark Griffith,15a28039-7a34-4e2d-89ea-ff8d61b669ff
Joanne Woodward,55fcf55d-06e6-4b54-8133-aca96742158c
 James Olson,55fcf55d-06e6-4b54-8133-aca96742158c
 Kate Harrington,55fcf55d-06e6-4b54-8133-aca96742158c
 Estelle Parsons,55fcf55d-06e6-4b54-8133-aca96742158c
 Donald Moffat,55fcf55d-06e6-4b54-8133-aca96742158c
 Terry Kiser,55fcf55d-06e6-4b54-8133-aca96742158c
 Franco Corsaro,55fcf55d-06e6-4b54-8133-aca96742158c
 Bernard Barrow,55fcf55d-06e6-4b54-8133-aca96742158c
 Geraldine Fitzgerald,55fcf55d-06e6-4b54-8133-aca96742158c
 Nell Potts,55fcf55d-06e6-4b54-8133-aca96742158c
 Shawn Campbell,55fcf55d-06e6-4b54-8133-aca96742158c
 Violet Dunn,55fcf55d-06e6-4b54-8133-aca96742158c
 Izzy Singer,55fcf55d-06e6-4b54-8133-aca96742158c
 Tod Engle,55fcf55d-06e6-4b54-8133-aca96742158c
 Bruno Engle,55fcf55d-06e6-4b54-8133-aca96742158c
 Beatrice Pons,55fcf55d-06e6-4b54-8133-aca96742158c
 Paul Newman,55fcf55d-06e6-4b54-8133-aca96742158c
 Dorotha Duckworth,55fcf55d-06e6-4b54-8133-aca96742158c
 Simm Landres,55fcf55d-06e6-4b54-8133-aca96742158c
 Connie Robinson,55fcf55d-06e6-4b54-8133-aca96742158c
 Sylvia Shipman,55fcf55d-06e6-4b54-8133-aca96742158c
 Larry Fredericks,55fcf55d-06e6-4b54-8133-aca96742158c
 Wendell MacNeal,55fcf55d-06e6-4b54-8133-aca96742158c
 Jerome Moross,55fcf55d-06e6-4b54-8133-aca96742158c
Olivia Hussey,b89ed64f-55e8-4c3e-80ee-e7ba748531ab
 Leonard Whiting,b89ed64f-55e8-4c3e-80ee-e7ba748531ab
 Milo OShea,b89ed64f-55e8-4c3e-80ee-e7ba748531ab
 Michael York,b89ed64f-55e8-4c3e-80ee-e7ba748531ab
 Murray Head,b89ed64f-55e8-4c3e-80ee-e7ba748531ab
 John McEnery,b89ed64f-55e8-4c3e-80ee-e7ba748531ab
 Pat Heywood,b89ed64f-55e8-4c3e-80ee-e7ba748531ab
 Natasha Parry,b89ed64f-55e8-4c3e-80ee-e7ba748531ab
 Robert Stephens,b89ed64f-55e8-4c3e-80ee-e7ba748531ab
 Keith Skinner,b89ed64f-55e8-4c3e-80ee-e7ba748531ab
 Richard Warwick,b89ed64f-55e8-4c3e-80ee-e7ba748531ab
 Dyson Lovell,b89ed64f-55e8-4c3e-80ee-e7ba748531ab
 Ugo Barbone,b89ed64f-55e8-4c3e-80ee-e7ba748531ab
 Bruce Robinson,b89ed64f-55e8-4c3e-80ee-e7ba748531ab
 Paul Hardwick,b89ed64f-55e8-4c3e-80ee-e7ba748531ab
 Antonio Pierfederici,b89ed64f-55e8-4c3e-80ee-e7ba748531ab
 Esmeralda Ruspoli,b89ed64f-55e8-4c3e-80ee-e7ba748531ab
 Roberto Bisacco,b89ed64f-55e8-4c3e-80ee-e7ba748531ab
 Roy Holder,b89ed64f-55e8-4c3e-80ee-e7ba748531ab
 Aldo Miranda,b89ed64f-55e8-4c3e-80ee-e7ba748531ab
 Dario Tanzini,b89ed64f-55e8-4c3e-80ee-e7ba748531ab
 Maria Fracci,b89ed64f-55e8-4c3e-80ee-e7ba748531ab
 Roberto Antonelli,b89ed64f-55e8-4c3e-80ee-e7ba748531ab
 Laurence Olivier,b89ed64f-55e8-4c3e-80ee-e7ba748531ab
 Carlo Palmucci,b89ed64f-55e8-4c3e-80ee-e7ba748531ab
Dustin Hoffman,bc91f715-a16b-4de7-8aa5-7b0b2f875bdb
 Jon Voight,bc91f715-a16b-4de7-8aa5-7b0b2f875bdb
 John McGiver,bc91f715-a16b-4de7-8aa5-7b0b2f875bdb
 Brenda Vaccaro,bc91f715-a16b-4de7-8aa5-7b0b2f875bdb
 Ruth White,bc91f715-a16b-4de7-8aa5-7b0b2f875bdb
 Barnard Hughes,bc91f715-a16b-4de7-8aa5-7b0b2f875bdb
 Sylvia Miles,bc91f715-a16b-4de7-8aa5-7b0b2f875bdb
 Viva,bc91f715-a16b-4de7-8aa5-7b0b2f875bdb
 Jennifer Salt,bc91f715-a16b-4de7-8aa5-7b0b2f875bdb
 Gil Rankin,bc91f715-a16b-4de7-8aa5-7b0b2f875bdb
 Gary Owens,bc91f715-a16b-4de7-8aa5-7b0b2f875bdb
 George Epperson,bc91f715-a16b-4de7-8aa5-7b0b2f875bdb
 T. Tom Marlow,bc91f715-a16b-4de7-8aa5-7b0b2f875bdb
 George Eppersen,bc91f715-a16b-4de7-8aa5-7b0b2f875bdb
 Al Scott,bc91f715-a16b-4de7-8aa5-7b0b2f875bdb
 Linda Davis,bc91f715-a16b-4de7-8aa5-7b0b2f875bdb
 J.T. Masters,bc91f715-a16b-4de7-8aa5-7b0b2f875bdb
 Arlene Reeder,bc91f715-a16b-4de7-8aa5-7b0b2f875bdb
 Georgann Johnson,bc91f715-a16b-4de7-8aa5-7b0b2f875bdb
 Jonathan Kramer,bc91f715-a16b-4de7-8aa5-7b0b2f875bdb
 Bob Balaban,bc91f715-a16b-4de7-8aa5-7b0b2f875bdb
 Anthony Holland,bc91f715-a16b-4de7-8aa5-7b0b2f875bdb
 Jan Tice,bc91f715-a16b-4de7-8aa5-7b0b2f875bdb
 Paul Benjamin,bc91f715-a16b-4de7-8aa5-7b0b2f875bdb
 Peter Scalia,bc91f715-a16b-4de7-8aa5-7b0b2f875bdb
 Vito Siracusa,bc91f715-a16b-4de7-8aa5-7b0b2f875bdb
 Peter Zamaglias,bc91f715-a16b-4de7-8aa5-7b0b2f875bdb
 Arthur Anderson,bc91f715-a16b-4de7-8aa5-7b0b2f875bdb
 Tina Scala,bc91f715-a16b-4de7-8aa5-7b0b2f875bdb
 Alma Felix,bc91f715-a16b-4de7-8aa5-7b0b2f875bdb
 Richard Clarke,bc91f715-a16b-4de7-8aa5-7b0b2f875bdb
 Ann Thomas,bc91f715-a16b-4de7-8aa5-7b0b2f875bdb
 Gastone Rossilli,bc91f715-a16b-4de7-8aa5-7b0b2f875bdb
 Joan Murphy,bc91f715-a16b-4de7-8aa5-7b0b2f875bdb
 Al Stetson,bc91f715-a16b-4de7-8aa5-7b0b2f875bdb
 Ultra Violet,bc91f715-a16b-4de7-8aa5-7b0b2f875bdb
 Paul Jabara,bc91f715-a16b-4de7-8aa5-7b0b2f875bdb
 International Velvet,bc91f715-a16b-4de7-8aa5-7b0b2f875bdb
 William Door,bc91f715-a16b-4de7-8aa5-7b0b2f875bdb
 Cecelia Lipson,bc91f715-a16b-4de7-8aa5-7b0b2f875bdb
 Taylor Mead,bc91f715-a16b-4de7-8aa5-7b0b2f875bdb
 Paul Morrissey,bc91f715-a16b-4de7-8aa5-7b0b2f875bdb
 Paul Jasmin,bc91f715-a16b-4de7-8aa5-7b0b2f875bdb
 M. Emmet Walsh,bc91f715-a16b-4de7-8aa5-7b0b2f875bdb
Richard Burton,56358a21-e826-4674-a4b5-aefbf11395a0
 Geneviève Bujold,56358a21-e826-4674-a4b5-aefbf11395a0
 Irene Papas,56358a21-e826-4674-a4b5-aefbf11395a0
 Anthony Quayle,56358a21-e826-4674-a4b5-aefbf11395a0
 John Colicos,56358a21-e826-4674-a4b5-aefbf11395a0
 Michael Hordern,56358a21-e826-4674-a4b5-aefbf11395a0
 Katherine Blake,56358a21-e826-4674-a4b5-aefbf11395a0
 Peter Jeffrey,56358a21-e826-4674-a4b5-aefbf11395a0
 Joseph OConor,56358a21-e826-4674-a4b5-aefbf11395a0
 William Squire,56358a21-e826-4674-a4b5-aefbf11395a0
 Valerie Gearon,56358a21-e826-4674-a4b5-aefbf11395a0
 Valeiie Gearon,56358a21-e826-4674-a4b5-aefbf11395a0
 Vernon Dobtcheff,56358a21-e826-4674-a4b5-aefbf11395a0
 Gary Bond,56358a21-e826-4674-a4b5-aefbf11395a0
 Terence Wilton,56358a21-e826-4674-a4b5-aefbf11395a0
 Denis Quilley,56358a21-e826-4674-a4b5-aefbf11395a0
 Esmond Knight,56358a21-e826-4674-a4b5-aefbf11395a0
 T.P. McKenna,56358a21-e826-4674-a4b5-aefbf11395a0
 Michael Johnson,56358a21-e826-4674-a4b5-aefbf11395a0
 Marne Maitland,56358a21-e826-4674-a4b5-aefbf11395a0
 Nora Swinburne,56358a21-e826-4674-a4b5-aefbf11395a0
 June C. Ellis,56358a21-e826-4674-a4b5-aefbf11395a0
 Juney Ellis,56358a21-e826-4674-a4b5-aefbf11395a0
 Cyril Luckham,56358a21-e826-4674-a4b5-aefbf11395a0
 Brook Williams,56358a21-e826-4674-a4b5-aefbf11395a0
 Lesley Paterson,56358a21-e826-4674-a4b5-aefbf11395a0
 Kynaston Reeves,56358a21-e826-4674-a4b5-aefbf11395a0
 Amanda Jane Smythe,56358a21-e826-4674-a4b5-aefbf11395a0
 Nicola Pagett,56358a21-e826-4674-a4b5-aefbf11395a0
 Kate Burton,56358a21-e826-4674-a4b5-aefbf11395a0
 Liza Todd Burton,56358a21-e826-4674-a4b5-aefbf11395a0
 Elizabeth Taylor,56358a21-e826-4674-a4b5-aefbf11395a0
Paul Newman,174d890a-717f-4f2d-bff6-03b91ede8466
 Robert Redford,174d890a-717f-4f2d-bff6-03b91ede8466
 Katharine Ross,174d890a-717f-4f2d-bff6-03b91ede8466
 Strother Martin,174d890a-717f-4f2d-bff6-03b91ede8466
 Jeff Corey,174d890a-717f-4f2d-bff6-03b91ede8466
 George Furth,174d890a-717f-4f2d-bff6-03b91ede8466
 Cloris Leachman,174d890a-717f-4f2d-bff6-03b91ede8466
 Ted Cassidy,174d890a-717f-4f2d-bff6-03b91ede8466
 Kenneth Mars,174d890a-717f-4f2d-bff6-03b91ede8466
 Henry Jones,174d890a-717f-4f2d-bff6-03b91ede8466
 Donnelly Rhodes,174d890a-717f-4f2d-bff6-03b91ede8466
 Jo Gilbert,174d890a-717f-4f2d-bff6-03b91ede8466
 Jody Gilbert,174d890a-717f-4f2d-bff6-03b91ede8466
 Timothy Scott,174d890a-717f-4f2d-bff6-03b91ede8466
 Don Keefer,174d890a-717f-4f2d-bff6-03b91ede8466
 Charles Dierkop,174d890a-717f-4f2d-bff6-03b91ede8466
 Pancho Cordova,174d890a-717f-4f2d-bff6-03b91ede8466
 Nelson Olmsted,174d890a-717f-4f2d-bff6-03b91ede8466
 Paul Bryar,174d890a-717f-4f2d-bff6-03b91ede8466
 Sam Elliott,174d890a-717f-4f2d-bff6-03b91ede8466
 Charles Akins,174d890a-717f-4f2d-bff6-03b91ede8466
 Eric Sinclair,174d890a-717f-4f2d-bff6-03b91ede8466
 Burt Bacharach,174d890a-717f-4f2d-bff6-03b91ede8466
Barbra Streisand,204c5d1d-ac8b-41fe-ba95-77c323121c43
 Walter Matthau,204c5d1d-ac8b-41fe-ba95-77c323121c43
 Michael Crawford,204c5d1d-ac8b-41fe-ba95-77c323121c43
 Marianne McAndrew,204c5d1d-ac8b-41fe-ba95-77c323121c43
 Louis Armstrong,204c5d1d-ac8b-41fe-ba95-77c323121c43
 E.J. Peaker,204c5d1d-ac8b-41fe-ba95-77c323121c43
 Danny Lockin,204c5d1d-ac8b-41fe-ba95-77c323121c43
 Tommy Tune,204c5d1d-ac8b-41fe-ba95-77c323121c43
 Judy Knaiz,204c5d1d-ac8b-41fe-ba95-77c323121c43
 Joyce Ames,204c5d1d-ac8b-41fe-ba95-77c323121c43
 David Hurst,204c5d1d-ac8b-41fe-ba95-77c323121c43
 Fritz Feld,204c5d1d-ac8b-41fe-ba95-77c323121c43
 Richard Collier,204c5d1d-ac8b-41fe-ba95-77c323121c43
 J. Pat OMalley,204c5d1d-ac8b-41fe-ba95-77c323121c43
 David Ahdar,204c5d1d-ac8b-41fe-ba95-77c323121c43
 Will Ahern,204c5d1d-ac8b-41fe-ba95-77c323121c43
 Harry Monty,204c5d1d-ac8b-41fe-ba95-77c323121c43
 Ralph Roberts,204c5d1d-ac8b-41fe-ba95-77c323121c43
 Melanie Alexander,204c5d1d-ac8b-41fe-ba95-77c323121c43
 Jim Hutchinson,204c5d1d-ac8b-41fe-ba95-77c323121c43
 Scatman Crothers,204c5d1d-ac8b-41fe-ba95-77c323121c43
 Ben Archibek,204c5d1d-ac8b-41fe-ba95-77c323121c43
Yves Montand,65fd73b8-d854-42fb-97eb-2ed7866c831d
 Irene Papas,65fd73b8-d854-42fb-97eb-2ed7866c831d
 Jean-Louis Trintignant,65fd73b8-d854-42fb-97eb-2ed7866c831d
 Jacques Perrin,65fd73b8-d854-42fb-97eb-2ed7866c831d
 Charles Denner,65fd73b8-d854-42fb-97eb-2ed7866c831d
 François Périer,65fd73b8-d854-42fb-97eb-2ed7866c831d
 Pierre Dux,65fd73b8-d854-42fb-97eb-2ed7866c831d
 Julien Guiomar,65fd73b8-d854-42fb-97eb-2ed7866c831d
 Bernard Fresson,65fd73b8-d854-42fb-97eb-2ed7866c831d
 Renato Salvatori,65fd73b8-d854-42fb-97eb-2ed7866c831d
 Marcel Bozzuffi,65fd73b8-d854-42fb-97eb-2ed7866c831d
 Jean Bouise,65fd73b8-d854-42fb-97eb-2ed7866c831d
 Georges Géret,65fd73b8-d854-42fb-97eb-2ed7866c831d
 Magali Noël,65fd73b8-d854-42fb-97eb-2ed7866c831d
 Jean Daste,65fd73b8-d854-42fb-97eb-2ed7866c831d
 Jean-Pierre Miquel,65fd73b8-d854-42fb-97eb-2ed7866c831d
 Guy Mairesse,65fd73b8-d854-42fb-97eb-2ed7866c831d
 Clotilde Joano,65fd73b8-d854-42fb-97eb-2ed7866c831d
 Maurice Baquet,65fd73b8-d854-42fb-97eb-2ed7866c831d
 Gérard Darrieu,65fd73b8-d854-42fb-97eb-2ed7866c831d
 José Artur,65fd73b8-d854-42fb-97eb-2ed7866c831d
 Van Doude,65fd73b8-d854-42fb-97eb-2ed7866c831d
 Eva Simonet,65fd73b8-d854-42fb-97eb-2ed7866c831d
 Hassan Hassani,65fd73b8-d854-42fb-97eb-2ed7866c831d
 Gabriel Jabbour,65fd73b8-d854-42fb-97eb-2ed7866c831d
 Jean-Francois Gobbi,65fd73b8-d854-42fb-97eb-2ed7866c831d
 Andree Tainsy,65fd73b8-d854-42fb-97eb-2ed7866c831d
 Steve Gadler,65fd73b8-d854-42fb-97eb-2ed7866c831d
 Bob de Bragelonne,65fd73b8-d854-42fb-97eb-2ed7866c831d
 Sid Ahmed Agoumi,65fd73b8-d854-42fb-97eb-2ed7866c831d
 Allel El Mouhib,65fd73b8-d854-42fb-97eb-2ed7866c831d
 Habib Reda,65fd73b8-d854-42fb-97eb-2ed7866c831d
 Georges Rouquier,65fd73b8-d854-42fb-97eb-2ed7866c831d
George C. Scott,542831fe-9ee4-4997-badb-98cabd43c3d2
 Karl Malden,542831fe-9ee4-4997-badb-98cabd43c3d2
 Michael Bates,542831fe-9ee4-4997-badb-98cabd43c3d2
 Edward Binns,542831fe-9ee4-4997-badb-98cabd43c3d2
 Karl Michael Vogler,542831fe-9ee4-4997-badb-98cabd43c3d2
 Paul Stevens,542831fe-9ee4-4997-badb-98cabd43c3d2
 Stephen Young,542831fe-9ee4-4997-badb-98cabd43c3d2
 Morgan Paull,542831fe-9ee4-4997-badb-98cabd43c3d2
 Michael Strong,542831fe-9ee4-4997-badb-98cabd43c3d2
 Lawrence Dobkin,542831fe-9ee4-4997-badb-98cabd43c3d2
 John Doucette,542831fe-9ee4-4997-badb-98cabd43c3d2
 James Edwards,542831fe-9ee4-4997-badb-98cabd43c3d2
 Frank Latimore,542831fe-9ee4-4997-badb-98cabd43c3d2
 Newsreels,542831fe-9ee4-4997-badb-98cabd43c3d2
 Richard Münch,542831fe-9ee4-4997-badb-98cabd43c3d2
 Siegfried Rauch,542831fe-9ee4-4997-badb-98cabd43c3d2
 Peter Barkworth,542831fe-9ee4-4997-badb-98cabd43c3d2
 John Barrie,542831fe-9ee4-4997-badb-98cabd43c3d2
 David Bauer,542831fe-9ee4-4997-badb-98cabd43c3d2
 Tim Considine,542831fe-9ee4-4997-badb-98cabd43c3d2
 Gerald Flood,542831fe-9ee4-4997-badb-98cabd43c3d2
 Jack Gwillim,542831fe-9ee4-4997-badb-98cabd43c3d2
 David Healy,542831fe-9ee4-4997-badb-98cabd43c3d2
 Bill Hickman,542831fe-9ee4-4997-badb-98cabd43c3d2
 Carey Loftin,542831fe-9ee4-4997-badb-98cabd43c3d2
 Lionel Murton,542831fe-9ee4-4997-badb-98cabd43c3d2
 Sandy Kevin,542831fe-9ee4-4997-badb-98cabd43c3d2
 Douglas Wilmer,542831fe-9ee4-4997-badb-98cabd43c3d2
 Patrick J. Zurica,542831fe-9ee4-4997-badb-98cabd43c3d2
 Alan MacNaughton,542831fe-9ee4-4997-badb-98cabd43c3d2
 Lowell Thomas,542831fe-9ee4-4997-badb-98cabd43c3d2
 Alan MacNaughtan,542831fe-9ee4-4997-badb-98cabd43c3d2
 Clint Ritchie,542831fe-9ee4-4997-badb-98cabd43c3d2
 Harry Morgan,542831fe-9ee4-4997-badb-98cabd43c3d2
Burt Lancaster,5bbfb550-a96e-49a4-90fc-a8351617e709
 Dean Martin,5bbfb550-a96e-49a4-90fc-a8351617e709
 Jean Seberg,5bbfb550-a96e-49a4-90fc-a8351617e709
 Jacqueline Bisset,5bbfb550-a96e-49a4-90fc-a8351617e709
 George Kennedy,5bbfb550-a96e-49a4-90fc-a8351617e709
 Helen Hayes,5bbfb550-a96e-49a4-90fc-a8351617e709
 Van Heflin,5bbfb550-a96e-49a4-90fc-a8351617e709
 Maureen Stapleton,5bbfb550-a96e-49a4-90fc-a8351617e709
 Barry Nelson,5bbfb550-a96e-49a4-90fc-a8351617e709
 Dana Wynter,5bbfb550-a96e-49a4-90fc-a8351617e709
 Lloyd Nolan,5bbfb550-a96e-49a4-90fc-a8351617e709
 Barbara Hale,5bbfb550-a96e-49a4-90fc-a8351617e709
 Gary Collins,5bbfb550-a96e-49a4-90fc-a8351617e709
 John Findlater,5bbfb550-a96e-49a4-90fc-a8351617e709
 Jessie Royce Landis,5bbfb550-a96e-49a4-90fc-a8351617e709
 Larry Gates,5bbfb550-a96e-49a4-90fc-a8351617e709
 Peter Turgeon,5bbfb550-a96e-49a4-90fc-a8351617e709
 Whit Bissell,5bbfb550-a96e-49a4-90fc-a8351617e709
 Virginia Grey,5bbfb550-a96e-49a4-90fc-a8351617e709
 Eileen Wesson,5bbfb550-a96e-49a4-90fc-a8351617e709
 Paul Picerni,5bbfb550-a96e-49a4-90fc-a8351617e709
 Robert Patten,5bbfb550-a96e-49a4-90fc-a8351617e709
 Clark Howat,5bbfb550-a96e-49a4-90fc-a8351617e709
 Lew Brown,5bbfb550-a96e-49a4-90fc-a8351617e709
 Llana Dowding,5bbfb550-a96e-49a4-90fc-a8351617e709
 Lisa Gerritsen,5bbfb550-a96e-49a4-90fc-a8351617e709
 Patty Poulsen,5bbfb550-a96e-49a4-90fc-a8351617e709
 Jim Nolan,5bbfb550-a96e-49a4-90fc-a8351617e709
 Malila Saint Duval,5bbfb550-a96e-49a4-90fc-a8351617e709
 Milila St. Duval,5bbfb550-a96e-49a4-90fc-a8351617e709
 Ena Hartman,5bbfb550-a96e-49a4-90fc-a8351617e709
 Jodean Lawrence,5bbfb550-a96e-49a4-90fc-a8351617e709
 Albert Reed,5bbfb550-a96e-49a4-90fc-a8351617e709
 Sharon Harvey,5bbfb550-a96e-49a4-90fc-a8351617e709
 Dick Winslow,5bbfb550-a96e-49a4-90fc-a8351617e709
 Nancy Ann Nelson,5bbfb550-a96e-49a4-90fc-a8351617e709
 Mary Jackson,5bbfb550-a96e-49a4-90fc-a8351617e709
 Janis Hansen,5bbfb550-a96e-49a4-90fc-a8351617e709
 Lou Wagner,5bbfb550-a96e-49a4-90fc-a8351617e709
 Chuck Daniel,5bbfb550-a96e-49a4-90fc-a8351617e709
 Shelly Novack,5bbfb550-a96e-49a4-90fc-a8351617e709
 Charles Brewer,5bbfb550-a96e-49a4-90fc-a8351617e709
 Harry Harvey,5bbfb550-a96e-49a4-90fc-a8351617e709
 Benny Rubin,5bbfb550-a96e-49a4-90fc-a8351617e709
 Celia Lovsky,5bbfb550-a96e-49a4-90fc-a8351617e709
 Michael Stearns,5bbfb550-a96e-49a4-90fc-a8351617e709
 Dallas Mitchell,5bbfb550-a96e-49a4-90fc-a8351617e709
Jack Nicholson,0d283411-d75d-413e-b31c-ece555cf661f
 Karen Black,0d283411-d75d-413e-b31c-ece555cf661f
 Peter Fonda,0d283411-d75d-413e-b31c-ece555cf661f
 Dennis Hopper,0d283411-d75d-413e-b31c-ece555cf661f
 Susan Anspach,0d283411-d75d-413e-b31c-ece555cf661f
 Ralph Waite,0d283411-d75d-413e-b31c-ece555cf661f
